No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
567,Stellarium/stellarium,https://github.com/Stellarium/stellarium,216,146,850,8080,5046947,356,21,62,30247,280,90947373.48,90947373.48,24058299.42,662466.26,228878.59,3595.19,3699.55,4/13/2014
568,FrodeSolheim/fs-uae,https://github.com/FrodeSolheim/fs-uae,18,44,96,485,73134,164,5,15,2745,27,90041627.4,90041627.4,30902208.44,16947735.59,205861.87,450844.87,266372.7037,1/13/2014
569,WebAssembly/wabt,https://github.com/WebAssembly/wabt,142,153,719,7015,25331,133,27,36,2456,285,89964924.59,89964924.59,12699349.27,3700577.13,8128.52,354415.58,15135.67,9/14/2015
570,codership/galera,https://github.com/codership/galera,42,65,177,454,19677,222,18,0,4889,45,89839580.89,89839580.89,10516429.83,7731836.62,80306.93,653898.88,166209.9111,4/19/2014
571,dvorka/mindforger,https://github.com/dvorka/mindforger,11,68,140,2295,22785,626,1,12,1841,58,89668481,89668481,6207506.14,10590526.74,38365.16,232696.86,134024.9655,12/25/2017
572,RHVoice/RHVoice,https://github.com/RHVoice/RHVoice,46,70,235,1567,14892,148,19,3,1504,144,89612045.42,89612045.42,59909910.51,5286196.79,202415.49,367370.97,49237.92,7/28/2010
573,OpenSees/OpenSees,https://github.com/OpenSees/OpenSees,103,61,668,614,92326,31,16,9,8574,155,89341914.56,89341914.56,116648560.1,116648560.1,44982.5,102955.93,54070.04,9/12/2018
574,hiitiger/goverlay,https://github.com/hiitiger/goverlay,7,38,115,822,145768,26,8,0,199,40,89297332,89297332,31345118.19,31345118.19,61844.56,1667535.01,177191.425,8/13/2018
575,accellera-official/systemc,https://github.com/accellera-official/systemc,59,43,158,517,82562,27,5,0,4110,86,89159647,89159647,20778587.04,20778587.04,20611.22,138263.35,91204.5,7/25/2019
576,enzo1982/freac,https://github.com/enzo1982/freac,14,40,76,1454,28550,154,1,29,2196,121,89146742,89146742,5573702.52,5799849.25,324975.42,561440.56,68135.71,8/20/2017
577,flashlight/flashlight,https://github.com/flashlight/flashlight,76,120,500,5315,16312,94,27,5,1487,70,89107511.78,89107511.78,9544907.457,9544907.457,29425.68,674853.09,109498.5857,12/11/2018
578,Exiv2/exiv2,https://github.com/Exiv2/exiv2,142,28,285,965,127530,149,23,61,9423,159,89058087.43,89058087.43,9292585.74,3329429.59,45154.12,136685.17,7491.51,4/27/2017
579,JGRennison/OpenTTD-patches,https://github.com/JGRennison/OpenTTD-patches,254,35,134,603,503579,92,3,155,59964,300,88903299.33,88903299.33,19743134.96,19743134.96,10146.39,31984.52,19400.83,7/29/2015
580,microsoft/AirSim,https://github.com/microsoft/AirSim,243,592,4639,16704,376458,660,33,30,3560,287,88889418.06,88889418.06,3218913.93,3406088.17,2739.77,90861.25,16043.2,2/14/2017
581,ros-navigation/navigation2,https://github.com/ros-navigation/navigation2,278,67,1347,2734,110503,72,28,68,3020,285,88871902.43,88871902.43,136618377.6,136618377.6,93526.87,140054.47,3319.55,5/29/2018
582,Qiskit/qiskit-aer,https://github.com/Qiskit/qiskit-aer,105,35,370,521,39505,131,25,53,1606,216,88749818,88749818,7180336.71,2289267.53,38828.94,349111.88,27170.56,12/17/2018
583,halide/Halide,https://github.com/halide/Halide,280,236,1075,5947,176818,979,66,23,23286,290,88732038.44,88732038.44,21845337.86,3140966.47,253448.3,139838.1,17323.32,7/31/2012
584,kosua20/MIDIVisualizer,https://github.com/kosua20/MIDIVisualizer,7,32,144,1085,14296,29,1,26,591,63,88612026,88612026,47501141.14,47501141.14,732770.06,57197.33,125144.9683,12/28/2016
585,intel/compute-runtime,https://github.com/intel/compute-runtime,189,79,238,1182,135667,93,12,267,18251,296,88599420.17,88599420.17,31416060.91,31416060.91,29253.9,6279.51,9224.72,9/29/2017
586,Almamu/linux-wallpaperengine,https://github.com/Almamu/linux-wallpaperengine,14,26,65,1861,11949,80,1,0,492,280,88295388,88295388,15670563.54,15670563.54,675344.06,489630.25,30210.63,8/27/2018
587,microsoft/LightGBM,https://github.com/microsoft/LightGBM,324,435,3844,16875,23740,352,39,33,3626,268,87706247.05,87706247.05,2090100.27,1885399.2,76125.28,152345.51,6914.34,8/5/2016
588,CppMicroServices/CppMicroServices,https://github.com/CppMicroServices/CppMicroServices,48,68,263,823,25161,48,13,24,1317,300,87676599.77,87676599.77,141281292.5,141281292.5,289670.16,523696.72,25131.95,2/28/2012
589,RetroShare/RetroShare,https://github.com/RetroShare/RetroShare,101,90,285,1778,129742,433,45,9,16953,138,87658331.29,87658331.29,34847952.13,21440290.67,82022.74,275416.4,38241.36,7/31/2015
590,opencv/opencv_contrib,https://github.com/opencv/opencv_contrib,496,383,5783,9515,153152,526,81,0,4506,261,87527186.23,87527186.23,26775829.03,3130711.64,245898.57,255042.92,11730.85,9/11/2013
591,NVIDIA/DALI,https://github.com/NVIDIA/DALI,95,92,627,5244,409676,210,39,85,3777,294,87486506.59,87486506.59,13711488.54,1155432.3,86935.59,100307.77,2652.34,6/1/2018
592,oxen-io/lokinet,https://github.com/oxen-io/lokinet,40,63,230,1817,32168,154,13,39,8036,129,87469817.38,87469817.38,14363049.03,5157445.74,205514.13,245549.94,51119.11,6/18/2018
593,NREL/SAM,https://github.com/NREL/SAM,48,35,151,351,1479541,83,6,19,16707,213,87387351.33,87387351.33,199400601.5,199400601.5,112343.7,50975.12,29095.27,1/10/2013
594,jpd002/Play-,https://github.com/jpd002/Play-,72,195,271,2227,22440,186,14,0,8402,296,87160464.07,87160464.07,55569604.14,4748478.3,250459.65,141671.22,16884.76,2/23/2014
595,fwilliams/point-cloud-utils,https://github.com/fwilliams/point-cloud-utils,11,17,107,1377,87556,32,1,75,519,65,87118134,87118134,12095884.31,12095884.31,270479.4,520393.81,120813.7846,10/5/2018
596,aardappel/lobster,https://github.com/aardappel/lobster,52,57,123,2339,113197,15,1,11,2180,189,87053282,87053282,182471992.5,182471992.5,471142.66,143410.75,19412.56,6/10/2013
597,elalish/manifold,https://github.com/elalish/manifold,45,27,110,1109,36008,18,3,13,1258,290,86896432.67,86896432.67,60861426.5,60861426.5,141354.21,95273.89,17991.44,2/27/2019
598,manisandro/gImageReader,https://github.com/manisandro/gImageReader,138,76,196,1678,12035,58,4,20,2270,127,86545480.25,86545480.25,80081490.95,80081490.95,30273.63,607180.58,55739.34,2/10/2014
599,arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,95,147,536,4603,18828,275,29,34,6194,241,86474398.21,86474398.21,4616862.17,15331971.12,27140.76,512527.97,11717.5,10/28/2014
600,intel/linux-sgx,https://github.com/intel/linux-sgx,84,93,548,1344,25882,289,24,35,477,50,86372099,86372099,16413647.63,2594371.21,410631.44,1152902.04,147743.22,2/23/2016
601,ExpressLRS/ExpressLRS,https://github.com/ExpressLRS/ExpressLRS,114,98,990,3810,325414,26,21,54,2028,281,86306091.9,86306091.9,157315116.5,157315116.5,348774.21,156641.41,7034.56,10/1/2018
602,kripken/BananaBread,https://github.com/kripken/BananaBread,8,109,344,1387,407863,40,3,0,603,12,85690385.67,85690385.67,30709515.25,30709515.25,66913.05,2779429.78,608084.0833,3/10/2012
603,actor-framework/actor-framework,https://github.com/actor-framework/actor-framework,106,179,545,3224,43007,45,6,63,8435,276,85633793.67,85633793.67,197623681.4,197623681.4,145744.1,139867.73,36783.53,3/4/2011
604,nomacs/nomacs,https://github.com/nomacs/nomacs,84,28,158,2111,85744,383,9,26,4121,262,85148290.44,85148290.44,21493940.68,12134483.76,70777.57,170653.13,4878.54,9/4/2013
605,Cyberbeing/xy-VSFilter,https://github.com/Cyberbeing/xy-VSFilter,14,40,62,898,17589,0,4,11,1036,19,84881530,84881530,0,0,29383.92,2839555.51,381597.3684,8/20/2012
606,NativeScript/android,https://github.com/NativeScript/android,74,70,135,533,1302991,93,11,78,3254,38,84879619.09,84879619.09,69370798.85,69370798.85,31144.58,591070.72,201260.7632,1/12/2015
607,Rblp/Rblpapi,https://github.com/Rblp/Rblpapi,23,31,76,167,13346,37,1,9,745,37,84844707,84844707,36507147.7,36507147.7,536772.99,1148257.5,118360.7027,4/19/2013
608,etternagame/etterna,https://github.com/etternagame/etterna,215,21,135,524,929364,123,12,43,45747,132,84704196.42,84704196.42,11986530.53,10948304.75,143467.18,33620.6,25848.05,5/31/2017
609,GPUOpen-Tools/radeon_gpu_analyzer,https://github.com/GPUOpen-Tools/radeon_gpu_analyzer,13,58,55,427,562405,26,1,25,143,40,84477664,84477664,86548310.12,86548310.12,1407461.46,1934167.09,191488.075,2/3/2017
610,NatronGitHub/Natron,https://github.com/NatronGitHub/Natron,67,111,345,4786,153239,251,4,27,14604,281,84476194.25,84476194.25,24902414.25,4077569.16,36120.43,467209.94,22515.82,1/10/2018
611,huderlem/porymap,https://github.com/huderlem/porymap,24,21,95,482,35201,73,6,23,1653,149,84319247.67,84319247.67,44937802.59,44937802.59,578709.06,80982.26,57000.37,9/11/2018
612,TeXworks/texworks,https://github.com/TeXworks/texworks,58,39,131,703,38657,206,3,12,2749,35,84269016,84269016,17749807.86,8443191.64,270354.33,71437.41,212178.9143,3/14/2015
613,taichi-dev/taichi,https://github.com/taichi-dev/taichi,240,392,2327,26602,59822,804,40,117,10861,277,84239759.08,84239759.08,19224285.03,1418707.85,28609.54,457007.72,9703.28,11/24/2016
614,fluxbox/fluxbox,https://github.com/fluxbox/fluxbox,93,47,88,329,29142,0,21,0,6212,20,83865043.95,83865043.95,0,0,22210.37,2308452.65,344791.55,10/7/2011
615,Squirrel/Squirrel.Windows,https://github.com/Squirrel/Squirrel.Windows,140,232,1036,7475,84664,358,54,53,1401,175,83517045.76,83517045.76,21216073.73,3876765.33,21268.98,1379739.67,42216.12,7/28/2014
616,astroidmail/astroid,https://github.com/astroidmail/astroid,49,23,65,616,15105,135,7,0,2007,9,83498919.43,83498919.43,4603332.77,9614262.33,69983.05,1795756.95,559247.7778,3/2/2014
617,MasteringOpenCV/code,https://github.com/MasteringOpenCV/code,7,325,1647,2735,86100,45,4,0,29,27,83241600.25,83241600.25,4917548.622,4917548.622,2681854.103,2681854.103,254745.7778,12/9/2012
618,official-stockfish/Stockfish,https://github.com/official-stockfish/Stockfish,270,252,2356,12162,18047,27,26,14,6476,264,83221583.27,83221583.27,133178850.9,133178850.9,40823.34,99678.28,3306.58,6/18/2014
619,eclipse/upm,https://github.com/eclipse/upm,77,93,412,664,27609,57,9,17,2156,4,83163405.33,83163405.33,27059309.47,27059309.47,69090.73,974815.61,66881.75,6/5/2014
620,fastbuild/fastbuild,https://github.com/fastbuild/fastbuild,88,83,381,1242,14294,141,43,36,2037,114,83013550.07,83013550.07,30132483.62,11073066.25,134092.36,514190.62,64580.53,3/21/2015
621,moveit/moveit,https://github.com/moveit/moveit,383,68,956,1756,70327,560,53,5,8029,297,82991706.83,82991706.83,42122479.95,2106359.29,31553.7,355709.64,9476,7/27/2016
622,OpenSourceRisk/Engine,https://github.com/OpenSourceRisk/Engine,132,58,223,520,83537,47,12,14,23747,45,82845388.42,82845388.42,26640687.13,26640687.13,12119.12,115735.11,157129.7556,10/7/2016
623,netheril96/securefs,https://github.com/netheril96/securefs,11,30,64,754,13762,20,1,20,1298,38,82842768,82842768,76176365.95,76176365.95,39370.48,187149.74,196784.0789,4/11/2015
624,xintrea/mytetra_dev,https://github.com/xintrea/mytetra_dev,18,38,55,252,26986,37,8,0,1208,22,82661811.25,82661811.25,27318092.73,27318092.73,756182.19,1019055.06,173532.6818,7/14/2012
625,serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,73,49,193,2015,36823,124,14,0,3772,221,82658857.93,82658857.93,40669677.29,1870267.95,102748.99,296681.48,43870.42,5/29/2012
626,systemed/tilemaker,https://github.com/systemed/tilemaker,64,39,237,1542,43429,88,9,10,805,144,82658168.22,82658168.22,87182667.82,87182667.82,316423.45,248504.07,57566.12,6/29/2015
627,r-barnes/richdem,https://github.com/r-barnes/richdem,8,15,70,271,11785,51,4,3,2564,11,82600424.75,82600424.75,2387088.843,2387088.843,26134.87,742462.07,545582.0909,1/6/2013
628,aff3ct/aff3ct,https://github.com/aff3ct/aff3ct,28,37,149,486,64377,55,2,19,4134,38,82527637,82527637,5373504.455,5373504.455,25738.13,556243.34,190769.0789,6/7/2016
629,bitshares/bitshares-core,https://github.com/bitshares/bitshares-core,81,158,649,1171,29341,229,34,104,6407,11,82052123.35,82052123.35,14454404.17,8873336.94,8796.54,189759.33,496046.8182,10/12/2015
630,facebook/hhvm,https://github.com/facebook/hhvm,2586,999,3023,18263,780389,454,84,15,72915,269,81798953.73,81798953.73,9876769.65,10272150.89,12396.59,3958.62,3997.41,1/2/2010
631,qicosmos/iguana,https://github.com/qicosmos/iguana,34,50,233,1151,19524,46,4,9,1017,223,81699803.25,81699803.25,5843670.957,5843670.957,501494.2,120669.37,38727.52,1/7/2017
632,mogemimi/pomdog,https://github.com/mogemimi/pomdog,5,28,12,171,15568,7,1,8,2557,0,81510155,81510155,339283.8571,339283.8571,38764,848544.98,0,11/3/2013
633,mosra/magnum,https://github.com/mosra/magnum,74,174,442,4860,63428,52,23,11,11237,201,81496425.96,81496425.96,108899184.3,108899184.3,333354.6,69909.96,45371.12,12/19/2010
634,esa/pykep,https://github.com/esa/pykep,37,39,97,354,59665,21,4,17,1230,36,81236002,81236002,27000256.05,27000256.05,569171.22,1308223.46,207897.6667,3/12/2013
635,zrythm/zrythm,https://github.com/zrythm/zrythm,229,47,78,2361,191428,0,1,26,7048,270,81235534,81235534,0,0,104868.98,65621.53,46818.24,7/11/2019
636,google/swiftshader,https://github.com/google/swiftshader,205,99,294,2230,547802,0,2,0,7233,136,81132823,81132823,0,0,98612.65,393154.63,36662.88,6/30/2016
637,fougue/mayo,https://github.com/fougue/mayo,10,53,280,1495,27105,52,1,10,1355,197,80580989,80580989,34304963.54,34304963.54,668715.31,273278.47,41379.59,7/29/2016
638,MediaArea/MediaInfoLib,https://github.com/MediaArea/MediaInfoLib,90,48,178,656,23696,247,20,34,8993,238,80564704.35,80564704.35,5019327.04,4139579.54,14821.8,152116.88,37937.43,7/22/2014
639,sailing-pmls/bosen,https://github.com/sailing-pmls/bosen,7,169,290,962,58466,0,2,0,28,0,80498902,80498902,0,0,1760241.857,1760241.857,0,12/26/2013
640,NanoComp/meep,https://github.com/NanoComp/meep,66,67,638,1286,107581,321,22,33,3141,200,80291563.91,80291563.91,12576498.04,1082696.68,17501.5,484411.84,29039.69,3/28/2014
641,SuperTux/supertux,https://github.com/SuperTux/supertux,181,83,495,2561,719185,250,79,30,13836,253,79543121.1,79543121.1,12711870.8,2334998.71,258073.66,48351.96,9958.94,11/23/2013
642,nasa/astrobee,https://github.com/nasa/astrobee,21,64,318,1079,692547,14,13,23,551,76,79330989.08,79330989.08,119091032.1,119091032.1,1110153.95,524318.28,98172.71053,8/29/2017
643,widelands/widelands,https://github.com/widelands/widelands,167,28,162,2044,2986941,481,38,14,26864,200,79098080.37,79098080.37,6815.84,3337693.47,24174.76,76887.43,5764.2,9/9/2019
644,facebookresearch/faiss,https://github.com/facebookresearch/faiss,202,479,3705,32419,243701,219,32,17,1362,268,78894913.75,78894913.75,1563859.12,820819.08,248643.35,84662.17,2444.1,2/7/2017
645,p4lang/behavioral-model,https://github.com/p4lang/behavioral-model,75,47,333,564,34078,41,10,32,1360,275,78841564.7,78841564.7,131065278.6,131065278.6,233964.55,1047066.75,14780.64,1/26/2015
646,Nevcairiel/LAVFilters,https://github.com/Nevcairiel/LAVFilters,22,260,794,7654,60823,92,3,33,4449,285,78565512,78565512,28104879.6,28104879.6,22942.61,655180.74,27915.96,5/25/2013
647,BYVoid/OpenCC,https://github.com/BYVoid/OpenCC,113,208,990,8658,11073,175,35,17,1414,290,78431812.37,78431812.37,34892541.08,10812225.31,18227.19,625302.71,28945.84,7/15/2010
648,tiny-dnn/tiny-dnn,https://github.com/tiny-dnn/tiny-dnn,82,335,1384,5874,25554,273,23,5,1012,51,78008633.13,78008633.13,21557401.76,8255732.25,758602.88,459551.19,154322.8235,12/17/2012
649,xrootd/xrootd,https://github.com/xrootd/xrootd,123,31,156,166,50604,105,15,27,12836,292,77779983.2,77779983.2,12279594.27,3267896.49,66205.77,115901.68,7457.25,3/21/2013
650,olive-editor/olive,https://github.com/olive-editor/olive,69,178,565,8340,30609,116,20,7,6646,250,77610833.3,77610833.3,2606044.16,1666910.62,44953.65,563453.85,33532.21,12/25/2017
651,thotro/arduino-dw1000,https://github.com/thotro/arduino-dw1000,26,84,285,531,23646,109,4,8,250,13,77392766,77392766,21025181.52,3489535.34,172693.75,1197808.91,567242.5385,1/22/2015
652,dontsovcmc/waterius,https://github.com/dontsovcmc/waterius,32,49,109,592,12149,45,3,52,1145,64,77380779,77380779,65549436.09,65549436.09,81187.88,339754.96,117217.625,1/13/2018
653,BespokeSynth/BespokeSynth,https://github.com/BespokeSynth/BespokeSynth,63,69,248,4170,54874,303,13,11,1771,282,77277898.08,77277898.08,11176058.87,6588545.24,1054085.2,182591.2,23442.54,8/14/2016
654,chunying/gaminganywhere,https://github.com/chunying/gaminganywhere,9,80,298,850,385127,56,2,3,353,15,77158661,77158661,7788570.25,7788570.25,277283.7,1281533.28,470929.4667,8/7/2013
655,BambooTracker/BambooTracker,https://github.com/BambooTracker/BambooTracker,20,26,30,493,16517,49,2,34,1694,33,77063549.5,77063549.5,47781522.96,47781522.96,90620.3,681074.35,224999.697,6/27/2018
656,vgough/encfs,https://github.com/vgough/encfs,44,81,283,2100,16131,77,11,11,704,50,76932278.55,76932278.55,60393551.32,60393551.32,1717512.21,2091762.08,155642.58,7/25/2014
657,ReadyTalk/avian,https://github.com/ReadyTalk/avian,116,96,175,1220,20491,35,3,0,4775,6,76910574,76910574,14933851.63,14933851.63,38121.58,1327662.09,664864.8333,5/4/2012
658,aseprite/aseprite,https://github.com/aseprite/aseprite,134,443,6523,30353,42688,1653,34,112,9781,283,76819713.82,76819713.82,23067829.66,1930123.15,125095.3,56892.85,3710.5,8/19/2014
659,RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,https://github.com/RuntimeCompiledCPlusPlus/RuntimeCompiledCPlusPlus,17,134,236,2204,40972,10,2,0,699,32,76737983,76737983,47292037.4,47292037.4,406962.38,1520283.93,235253.0938,6/24/2011
660,revng/revng,https://github.com/revng/revng,25,26,101,1339,12903,21,15,0,5749,290,76716473.6,76716473.6,62648514.62,62648514.62,108743.83,62127.18,3413.4,12/15/2016
661,stack-of-tasks/pinocchio,https://github.com/stack-of-tasks/pinocchio,91,63,407,2061,30126,76,8,83,9272,287,76643550,76643550,52601203.47,52601203.47,5808.78,39877.93,6836.39,10/7/2014
662,microsoft/winget-cli,https://github.com/microsoft/winget-cli,108,325,1492,23636,39996,1087,22,87,1332,251,76378843.05,76378843.05,39558448.46,720718.41,249539.29,138490.26,1859.18,7/16/2019
663,ChampSim/ChampSim,https://github.com/ChampSim/ChampSim,35,25,445,546,13890,35,16,4,2073,277,76241325.94,76241325.94,49756170.71,49756170.71,995152.25,74246.84,30349.79,6/30/2017
664,mariadb-corporation/MaxScale,https://github.com/mariadb-corporation/MaxScale,61,125,341,1426,260055,0,10,0,31733,294,76109901.9,76109901.9,0,0,284219.01,30040.71,25936.58,12/16/2013
665,AngoraFuzzer/Angora,https://github.com/AngoraFuzzer/Angora,17,41,169,934,13595,37,3,4,165,14,75879920.67,75879920.67,6555338.703,6555338.703,328441.7,1011855.7,398393.3571,3/19/2018
666,google/liquidfun,https://github.com/google/liquidfun,74,239,640,4766,23797,61,6,3,2947,62,75753184.5,75753184.5,9458113.066,9458113.066,603557.28,1126641.03,117161.8226,11/26/2013
667,microsoft/ELL,https://github.com/microsoft/ELL,40,161,293,2286,33415,30,3,35,3771,8,75693245,75693245,37395496.9,37395496.9,42588.69,1045396.13,645502.625,9/27/2016
668,rordenlab/dcm2niix,https://github.com/rordenlab/dcm2niix,52,38,229,916,28225,4,1,32,1515,296,75621331,75621331,257982860.5,257982860.5,451024.81,226267.26,34583.87,10/19/2014
669,apitrace/apitrace,https://github.com/apitrace/apitrace,169,130,493,2657,21421,140,22,10,4953,62,75387198.27,75387198.27,12521673.28,5925626.52,366526.01,655269.18,123427.7581,4/13/2011
670,PolySync/oscc,https://github.com/PolySync/oscc,34,120,279,979,47103,13,2,9,1121,24,75365133,75365133,45548916.38,45548916.38,63875.61,177010.54,321390.8333,11/8/2016
671,niftools/nifskope,https://github.com/niftools/nifskope,21,64,233,564,12224,115,6,5,2218,30,75277691,75277691,22564044.22,16231099.04,97986.37,184975.03,258597.1333,6/2/2013
672,love2d/love,https://github.com/love2d/love,108,75,438,5835,95525,79,6,17,5500,294,74993539.33,74993539.33,274804527.9,274804527.9,36385.48,90482.32,5897.24,5/25/2019
